path	translation	split
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060090.mp3	He was so thirsty that he asked for some water.	test_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060091.mp3	German is not an easy language.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060092.mp3	I asked him to send the book to us.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060103.mp3	Mr.Eto is an educated man.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060104.mp3	Thanks God.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060105.mp3	At the same time, spears and arrows began to fall between the invaders	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060106.mp3	I don't want to be heavy shadow, I want to be awesome!	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19060107.mp3	Take an umbrella with you in case it rained.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19089321.mp3	My aunt loved my success.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19089324.mp3	I’ve just finished my work.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19089326.mp3	The child started to cry.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19089329.mp3	You always mentions my drawbacks.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19089332.mp3	No one trust him anymore.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19302444.mp3	Bring your children with you.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19302449.mp3	Even at an early time of the journey, too	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19302450.mp3	I would like to know.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19302456.mp3	She was afraid to cross the road.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19302457.mp3	Sit down straight.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204604.mp3	We went to the museum the last week.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204606.mp3	Bring it to me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204609.mp3	When I entered the room, he was reading a book.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204610.mp3	It’s dangerous to drive rashly.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204611.mp3	I was given a new coat.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204673.mp3	Don’t speak like this.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204676.mp3	Excuse me, I lost my way.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204677.mp3	The lying rope is small	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204693.mp3	Beijing is the capital of China.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204694.mp3	I saw him playing basketball.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204695.mp3	He kicked the ball.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204696.mp3	Which one do you prefer, apple or banana?	test_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204738.mp3	They are my sisters.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204740.mp3	We were supposed to be more carful.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204741.mp3	Will he be able to come early tomorrow?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204745.mp3	Come in please.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204773.mp3	The ball is now with him.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204774.mp3	We found the front door closed.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204775.mp3	Can I borrow your tennis racket for today?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204776.mp3	Is that your book Mike?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204777.mp3	Are you Chinese or Japanese?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220434.mp3	Where is your house?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220435.mp3	He was standing behind the door.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220436.mp3	i don’t know.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220437.mp3	There is a dog at the door.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220438.mp3	No one answered the phone.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220442.mp3	After all, it was a judge mistake	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220443.mp3	Can’t you make it tomorrow?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220444.mp3	Please lend me your knife.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220446.mp3	Why I couldn’t sleep yesterday?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220447.mp3	Which major have you studied in the university?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220448.mp3	This is too much.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220454.mp3	Have you received the message?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220455.mp3	I agree with you.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220456.mp3	They’re eating apples.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220457.mp3	Oh, there is a butterfly.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220458.mp3	Turn on the light please.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220469.mp3	I was reading a novel at that time.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220470.mp3	I love music too.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220471.mp3	The width of this river is one mile.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220472.mp3	What is this building?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220473.mp3	This school doesn't has a heating system.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351481.mp3	What is the time now?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351482.mp3	The secretary is tired from printing.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351483.mp3	The lecture continued for two hours.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351484.mp3	Some of them are late.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351497.mp3	His health started to get worst.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351498.mp3	This cub is from that lion	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351499.mp3	Say Ah.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351507.mp3	At these circumstances, we can’t succeed.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351508.mp3	He works hard to look after his big family.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351510.mp3	I know everything.	test_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351511.mp3	She gave her father a necktie.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351512.mp3	Translate this sentence to English.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351513.mp3	I pass over with some changes.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351514.mp3	My goal in life is to become a novelist.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351515.mp3	We sit at the center of the room.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351517.mp3	I hope to visit Nara at the next time.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351518.mp3	Can you take us to the British museum?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351520.mp3	It was a large room.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351521.mp3	The conference finished at five.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351522.mp3	What a jinx!	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351523.mp3	Run as fast as you can.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19351524.mp3	We haven’t got any options except for going there.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220360.mp3	It’s not as difficult as manufacturing rockets science.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220361.mp3	Who is the manager of this company?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220362.mp3	It’s raining heavily.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220369.mp3	Bill have many friends.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220370.mp3	Can I borrow your tennis racket for today?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220371.mp3	I can’t tell her, it’s no longer simple.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220372.mp3	Where is your working place?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220373.mp3	Do you think he dead?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220379.mp3	The human beings were not to live forever.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220380.mp3	When is this going to finish?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220381.mp3	This is interesting.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220384.mp3	He worked well.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220399.mp3	Try to improve your English.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220400.mp3	Was the sky of Tokyo cloudy yesterday?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220401.mp3	I haven’t seen a much beautiful scene than this.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220402.mp3	My car was stolen yesterday.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220403.mp3	With your help I can succeed.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220404.mp3	Our team lost.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220405.mp3	I think I saw this girl before.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220406.mp3	Have you finished your homework?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220407.mp3	This is not the first time to see this sentence	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19220408.mp3	I haven’t seen her since the last month.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203930.mp3	I can’t let you do this.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203931.mp3	Where do you play tennis?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203932.mp3	He can speak French too.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203940.mp3	Search and you’ll find.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203941.mp3	I have a fever.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203942.mp3	Complaining is all what you do.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203943.mp3	I carried three books.	test_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203944.mp3	Don’t use my pen.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203945.mp3	Don’t rush in your answer.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203946.mp3	After the conflict, Corey Hutchinson married Mabel Holmes	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203947.mp3	Yes, this happens every now and then.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203948.mp3	I love him more than the other children.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203949.mp3	The Martian looks like our planet in many perspectives.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203950.mp3	She is smarter than him	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203951.mp3	You can’t break the regulations.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203952.mp3	Is my room a pigsty?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203953.mp3	You must be kidding!	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203954.mp3	Let’s sing and dance.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203955.mp3	She was burnt in her hometown.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203956.mp3	This is an important note.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203957.mp3	The enemy surprised us.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203958.mp3	When I was in the high school, I used to wake up at six every morning.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19203959.mp3	I don’t know.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204898.mp3	He looks like his father.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204899.mp3	What are you talking about?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204901.mp3	He dropped his wallet and it’s now mine.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204902.mp3	I’m worried about him.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204913.mp3	Have you wrote this book?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204914.mp3	You can’t find everything on the internet by using google.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204915.mp3	If I were you, I’d do the same thing.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204916.mp3	All you have to do is to collect it.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204917.mp3	Look, there is a monkey with three heads.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204943.mp3	Which season of the year do you like most?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204944.mp3	Life is still ahead of you.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204945.mp3	I think you should better rest. you look sick.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204946.mp3	You should visit the doctor immediately.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204947.mp3	I saw a man heading towards me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204978.mp3	The English people are the most conservative.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204979.mp3	Can I talk to the responsible person here?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204980.mp3	Does everyone love music?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204981.mp3	I think you’re right Gen.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19204982.mp3	I’d prefer not to go out today.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205076.mp3	Exactly!	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205077.mp3	Help me pack my bag.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205078.mp3	I appreciate his courage.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205079.mp3	Bilaal is taller than Karam.	test_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205080.mp3	I’ve travelled around the world.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245255.mp3	In Canada you can’t drink alcohol before twenty.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245257.mp3	I want to live forever.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245259.mp3	I was happy at that time.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245264.mp3	Children play with toys.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245275.mp3	I have finished reading this book.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245276.mp3	She got a sunglasses.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245277.mp3	Brayan took some flowers.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245278.mp3	I don’t blame you.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245279.mp3	That is a good idea.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245289.mp3	What is your truly goal?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245290.mp3	You should go.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245292.mp3	I don’t know when Bob came to Japan.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245293.mp3	This is the address.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245294.mp3	There is a fence around the house.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245310.mp3	Harry is an American actor.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245311.mp3	He lent me two books.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245312.mp3	There are many problems that we can’t avoid.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245313.mp3	I got to know Tom at the party and they became friends.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245315.mp3	What are you thinking about?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245335.mp3	Place the carrots in a saucepan.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245337.mp3	You better leave. It is late.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245338.mp3	It really irritates me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245339.mp3	what do you prefer?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19245340.mp3	Why did you reject his offer?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331810.mp3	When will we eat I feel hungry.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331811.mp3	Turn off the TV.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331812.mp3	The match was canceled due to rain.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331813.mp3	With whom you speak?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331814.mp3	Diana, your half-sister, as well.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331825.mp3	Looks like an apple.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331826.mp3	We had a fun time playing cards.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331827.mp3	Do not shout at me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331828.mp3	Every country has its own customs and traditions.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19331829.mp3	Are you going to America next month?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341213.mp3	I lost consciousness.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341214.mp3	Rabbits have long ears.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341215.mp3	Watch out!	test_covost
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341216.mp3	As if she had a headache.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341217.mp3	How did you get rid of the problem?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341223.mp3	I'll make some coffee.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341224.mp3	Can you show me that?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341225.mp3	I want to discuss with your uncle.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341227.mp3	My little brother is watching TV.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341263.mp3	The lunar month is shorter than the solar month.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341264.mp3	Each of them has their own car.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341265.mp3	Some are moderate, others are strict.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341266.mp3	Algebra is the foundation of machine learning.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19341267.mp3	A picture is worth a thousand words.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205091.mp3	The lights went out.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205092.mp3	What did you say?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205093.mp3	Shut up and listen to me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205094.mp3	Any child can do this.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205095.mp3	Bill has a lot of mates.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205111.mp3	Leave it to me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205112.mp3	The match was canceled.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205113.mp3	How long have you been playing football?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205114.mp3	This castle is wonderful.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205115.mp3	He decided to quit smoking.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205121.mp3	Turn on the light. I can't see anything	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205122.mp3	May I eat this cake?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205123.mp3	The cry of joy explodes from Philip's lips.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205124.mp3	He wanted to succeed.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205125.mp3	Are you sure you haven't forgotten anything?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205134.mp3	There was a castle on this hill.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205135.mp3	Is the bathroom ready?	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205136.mp3	Do not touch me.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205137.mp3	He was a man before his time.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205138.mp3	The car hit the tree.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205144.mp3	Her face turned red.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205145.mp3	Oh my trouble, which sweeps my chest what you have deposited in me and my goods.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205146.mp3	I have a new red car.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205147.mp3	I bought a new bike.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205148.mp3	We are in a hurry.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205008.mp3	It was cold yesterday.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205009.mp3	Dick said, "I can swim."	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205010.mp3	I disagree with you.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205011.mp3	It will not happen.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205012.mp3	I just wonder if it is the same for others.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205023.mp3	The birds fly.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205024.mp3	I quit smoking.	test
../arabic_data/cv-corpus-7.0-2021-07-21/ar/clips/common_voice_ar_19205025.mp3	I went up to her bedroom upstairs.	test
